cell_id,city,exposure_million_miles,claims,hdv_freq_per_million_miles_true
San_Francisco_000100,San Francisco,2.3613424695092373,11,3.8747924569634025
San_Francisco_000101,San Francisco,0.9817563443022386,6,4.148322584266437
San_Francisco_000102,San Francisco,1.7765290716702493,5,4.376490510041694
San_Francisco_000103,San Francisco,1.2850299036620387,3,2.5675444913205343
San_Francisco_000104,San Francisco,1.7557629306441274,6,5.528629522063266
San_Francisco_000105,San Francisco,2.309647052505464,15,4.252581144403563
San_Francisco_000106,San Francisco,1.0691298266866827,8,4.811650033946394
San_Francisco_000107,San Francisco,0.8039646857262054,3,3.0867294329865227
San_Francisco_000108,San Francisco,0.7097914324066308,6,3.7806105842730098
San_Francisco_000109,San Francisco,1.8941215362889547,14,4.87273208939348
San_Francisco_000110,San Francisco,0.7328148981803326,3,5.007541610898745
San_Francisco_000111,San Francisco,1.9301620593528928,10,3.0139044617426243
San_Francisco_000112,San Francisco,1.482186870749962,6,4.171930216924888
San_Francisco_000113,San Francisco,1.756716420164548,9,5.608309908332332
San_Francisco_000114,San Francisco,0.5555939653662412,1,4.051691760955493
San_Francisco_000115,San Francisco,1.7324767419766716,7,5.03412425161548
San_Francisco_000116,San Francisco,1.507518217143575,10,4.775009617681616
San_Francisco_000117,San Francisco,1.5585359171659336,4,4.282624106463602
San_Francisco_000118,San Francisco,1.8097869376870488,6,4.079616591269684
San_Francisco_000119,San Francisco,1.2581394236541155,6,4.003072369597483
San_Francisco_000120,San Francisco,0.7686874712743523,4,4.77589840238409
San_Francisco_000121,San Francisco,0.8991489210301133,1,4.787052366262189
San_Francisco_000122,San Francisco,1.1003849146645686,4,3.7664155239872117
San_Francisco_000123,San Francisco,1.1176961839347137,4,3.997072514753976
San_Francisco_000124,San Francisco,1.702675698908815,8,4.86227566605559
San_Francisco_000125,San Francisco,0.6603408051202659,1,3.134047686471131
San_Francisco_000126,San Francisco,4.890801550271845,18,4.798212314738696
San_Francisco_000127,San Francisco,2.3443536788325465,9,3.1266036561327573
San_Francisco_000128,San Francisco,1.8515456047420242,5,4.5612847990043
San_Francisco_000129,San Francisco,0.8387635340733518,7,4.502449749091367
San_Francisco_000130,San Francisco,1.5143654745765067,1,3.7071603930989765
San_Francisco_000131,San Francisco,2.706954052811711,10,5.131850165319766
San_Francisco_000132,San Francisco,2.265733894099669,16,5.330774252925168
San_Francisco_000133,San Francisco,1.0946738311897295,7,3.759036746423616
San_Francisco_000134,San Francisco,0.616187902087099,0,5.05962198983774
San_Francisco_000135,San Francisco,2.012125897367823,10,3.9260022147929865
San_Francisco_000136,San Francisco,0.8237259495527101,3,6.078508070951237
San_Francisco_000137,San Francisco,1.6887417728514957,8,3.0116783870709884
San_Francisco_000138,San Francisco,1.780915193476072,9,5.221264388353044
San_Francisco_000139,San Francisco,1.081319203837348,3,3.0554457351832665
San_Francisco_000140,San Francisco,1.333679090490131,3,3.835286277521867
San_Francisco_000141,San Francisco,0.6189915282498459,1,4.385245480597491
San_Francisco_000142,San Francisco,0.585933984611199,0,3.5084823270872305
San_Francisco_000143,San Francisco,1.4164569101973892,2,4.052294461909763
San_Francisco_000144,San Francisco,1.000066715696147,5,4.631573001468497
San_Francisco_000145,San Francisco,2.2547774228108035,5,3.3477806677764037
San_Francisco_000146,San Francisco,1.7433284367305117,5,4.005498732530423
San_Francisco_000147,San Francisco,1.6942985458454454,6,3.982144039664924
San_Francisco_000148,San Francisco,0.6918604754543287,3,3.988155143118741
San_Francisco_000149,San Francisco,2.099523640198543,6,4.5461656137788555
San_Francisco_000150,San Francisco,1.8159099782083958,13,5.830902193516645
San_Francisco_000151,San Francisco,0.882842988319213,4,5.529739679990175
San_Francisco_000152,San Francisco,0.7772028273196551,5,3.1679481220499386
San_Francisco_000153,San Francisco,2.6140090053223237,11,3.9417942781666935
San_Francisco_000154,San Francisco,2.1648744903950803,7,3.3657246484633405
San_Francisco_000155,San Francisco,0.9645647397121009,4,3.2775900408008254
San_Francisco_000156,San Francisco,1.3801852383752276,6,3.8375530975154213
San_Francisco_000157,San Francisco,1.9803400675686,6,2.9676652055498756
San_Francisco_000158,San Francisco,0.8074265376861509,5,4.167381054185091
San_Francisco_000159,San Francisco,1.4748734956176,12,4.11698957175456
San_Francisco_000160,San Francisco,1.4421711390341048,9,3.94640783344144
San_Francisco_000161,San Francisco,0.7653949512427344,1,5.278160516487639
San_Francisco_000162,San Francisco,0.8136320037746925,1,4.385227448388097
San_Francisco_000163,San Francisco,1.6904896375811824,7,3.970070448654807
San_Francisco_000164,San Francisco,1.5789581274745392,3,4.049719697640919
San_Francisco_000165,San Francisco,0.7167208169120651,4,4.392197164624438
San_Francisco_000166,San Francisco,1.7369186863076669,7,4.449976386493443
San_Francisco_000167,San Francisco,0.7818335533780467,5,3.782247630198553
San_Francisco_000168,San Francisco,1.0236448126193238,2,3.221702696207017
San_Francisco_000169,San Francisco,1.4543645448533864,7,4.168557443373728
San_Francisco_000170,San Francisco,1.1807391554469637,8,6.129372521323021
San_Francisco_000171,San Francisco,1.4653378169686682,9,4.442874344542401
San_Francisco_000172,San Francisco,1.1901765537058557,1,3.601426208958104
San_Francisco_000173,San Francisco,1.3655795159936146,6,4.535629380910096
San_Francisco_000174,San Francisco,2.5270165994826423,11,4.441576800576525
San_Francisco_000175,San Francisco,1.2731312538526796,2,3.2456995367547843
San_Francisco_000176,San Francisco,1.710925912390798,4,3.8802655533691954
San_Francisco_000177,San Francisco,0.7872923288507043,2,5.057980947393946
San_Francisco_000178,San Francisco,2.285471022868065,4,4.316121335887955
San_Francisco_000179,San Francisco,1.6241025693943167,6,5.127353464830859
San_Francisco_000180,San Francisco,1.8860496782515708,9,4.725532154279438
San_Francisco_000181,San Francisco,3.148334120052569,11,3.59872768164751
San_Francisco_000182,San Francisco,0.6996938791931306,3,3.682362042513429
San_Francisco_000183,San Francisco,0.7951028540200937,3,3.762955371593549
San_Francisco_000184,San Francisco,1.2390594367156758,4,3.1441104505883857
San_Francisco_000185,San Francisco,1.4392182715432877,4,3.5627456749687876
San_Francisco_000186,San Francisco,0.7029563350911348,3,3.329813122269177
San_Francisco_000187,San Francisco,2.376049767418503,5,3.939085158482586
San_Francisco_000188,San Francisco,1.534589340435317,7,4.595784603114497
San_Francisco_000189,San Francisco,2.0644373830388094,6,3.899325508596628
San_Francisco_000190,San Francisco,1.6557684515534128,7,4.750206655819216
San_Francisco_000191,San Francisco,1.646676633019582,3,4.353940951072202
San_Francisco_000192,San Francisco,1.827997671540643,9,4.164171404295358
San_Francisco_000193,San Francisco,1.1481490801123562,4,4.95729616837101
San_Francisco_000194,San Francisco,3.7072252593831108,14,3.4288406297041645
San_Francisco_000195,San Francisco,1.8544469323026511,11,3.9779868277230994
San_Francisco_000196,San Francisco,1.21706191197518,3,4.023621934993863
San_Francisco_000197,San Francisco,1.7749467730424755,13,4.1048599925501215
San_Francisco_000198,San Francisco,1.2911230216911445,4,3.6876110813682135
San_Francisco_000199,San Francisco,1.431006981242628,6,3.6967704952116978
San_Francisco_000200,San Francisco,0.8351171145062644,4,5.065676729941882
San_Francisco_000201,San Francisco,1.0744266331061425,5,4.610487225083842
San_Francisco_000202,San Francisco,2.511302769500067,5,4.093932872179906
San_Francisco_000203,San Francisco,1.3315226984205508,2,4.248627352146088
San_Francisco_000204,San Francisco,0.5616804588244758,4,4.963768930765922
San_Francisco_000205,San Francisco,0.9854377498624753,5,3.6549350543895143
San_Francisco_000206,San Francisco,0.8998106894491315,3,3.492285731291609
San_Francisco_000207,San Francisco,2.1203251057883756,7,3.8916185264897556
San_Francisco_000208,San Francisco,1.351323165420889,1,3.3536052931351055
San_Francisco_000209,San Francisco,1.7464519453719458,6,3.972995588676749
San_Francisco_000210,San Francisco,0.6621719625221996,4,3.482510245503261
San_Francisco_000211,San Francisco,1.157817912745816,4,4.074483941907801
San_Francisco_000212,San Francisco,1.927052808730849,19,5.570363696243468
San_Francisco_000213,San Francisco,4.156874574208862,15,3.6209361378500278
San_Francisco_000214,San Francisco,1.3099510330388373,7,3.685174850182679
San_Francisco_000215,San Francisco,0.8860763722714815,4,4.285662717154406
San_Francisco_000216,San Francisco,1.6004449783646804,9,3.6249852571684866
San_Francisco_000217,San Francisco,0.7066802785398005,2,4.788961599319839
San_Francisco_000218,San Francisco,0.674268780805831,0,4.218038093037955
San_Francisco_000219,San Francisco,1.5053098925419413,3,3.287817457111595
San_Francisco_000220,San Francisco,0.7719463785334735,2,5.292050018638274
San_Francisco_000221,San Francisco,1.6801810478122463,10,4.456119431275431
San_Francisco_000222,San Francisco,0.8796120126073296,5,4.33601112857244
San_Francisco_000223,San Francisco,3.6361064220028245,11,3.936142245633377
San_Francisco_000224,San Francisco,2.7246224158710697,7,3.724090371626215
San_Francisco_000225,San Francisco,2.0728565681747586,13,3.9189369699764365
San_Francisco_000226,San Francisco,1.0608979426321352,4,4.409260039768552
San_Francisco_000227,San Francisco,0.8050996904483207,3,2.979719794642003
San_Francisco_000228,San Francisco,1.5142694674179078,3,4.806036026650087
San_Francisco_000229,San Francisco,1.0770313073340025,3,3.843569446184905
San_Francisco_000230,San Francisco,2.2478529207905638,8,3.5466174255303415
San_Francisco_000231,San Francisco,1.6293814814059162,8,5.241997009928549
San_Francisco_000232,San Francisco,0.8599296409807711,2,3.8555600238514143
San_Francisco_000233,San Francisco,1.3645081085648043,5,4.470628629582771
San_Francisco_000234,San Francisco,1.1988939592784118,9,4.3475937146065995
San_Francisco_000235,San Francisco,0.8083812185285641,9,5.814685251977312
San_Francisco_000236,San Francisco,1.792293130760306,9,3.792928528207732
San_Francisco_000237,San Francisco,3.1581524681582827,18,4.2870262014306695
San_Francisco_000238,San Francisco,1.5007036306309667,3,4.329670936943735
San_Francisco_000239,San Francisco,1.1466042511331311,8,4.166897969072966
San_Francisco_000240,San Francisco,1.758393061931765,14,4.149862346176175
San_Francisco_000241,San Francisco,1.1280960033164362,6,3.617185397878304
San_Francisco_000242,San Francisco,1.558911947613592,3,3.706045997861209
San_Francisco_000243,San Francisco,1.518264273274606,4,3.961122490501562
San_Francisco_000244,San Francisco,0.7411162751958781,4,4.523791487514673
San_Francisco_000245,San Francisco,2.6588516328154115,8,3.755961840445839
San_Francisco_000246,San Francisco,0.8099465715651267,1,3.8600662598712523
San_Francisco_000247,San Francisco,1.8298456142103574,4,3.7457483651080534
San_Francisco_000248,San Francisco,1.4739767131775388,4,3.7105576929054482
San_Francisco_000249,San Francisco,1.250451264326422,9,3.7147579450148536
San_Francisco_000250,San Francisco,1.4776776415097839,3,4.401750189493175
San_Francisco_000251,San Francisco,0.8667637224939959,1,3.4407356724947737
San_Francisco_000252,San Francisco,0.8427548154433593,5,5.572445447844227
San_Francisco_000253,San Francisco,0.6179146449902575,1,3.6350553339706373
San_Francisco_000254,San Francisco,1.8096327808073642,7,3.829306672570912
San_Francisco_000255,San Francisco,1.482917896349584,6,3.848960102746804
San_Francisco_000256,San Francisco,0.7811178661884695,3,4.211391964599129
San_Francisco_000257,San Francisco,4.553848923965542,25,4.721262403556055
San_Francisco_000258,San Francisco,0.7711596288196025,2,3.8088693446960886
San_Francisco_000259,San Francisco,3.041401950794661,11,4.503798010073746
San_Francisco_000260,San Francisco,1.4379783389058338,3,3.068463643320071
San_Francisco_000261,San Francisco,1.4079821183781094,3,4.080039601973848
San_Francisco_000262,San Francisco,2.0394809555991493,6,3.6863986062870606
San_Francisco_000263,San Francisco,2.3771761836143375,4,4.1860610303199195
San_Francisco_000264,San Francisco,2.2983560765079165,7,3.8773211275640067
San_Francisco_000265,San Francisco,2.365965845266513,7,3.79104412005571
San_Francisco_000266,San Francisco,1.173655627534655,4,3.602557905458443
San_Francisco_000267,San Francisco,1.4771041252532175,9,5.056037605341022
San_Francisco_000268,San Francisco,0.8643012609997329,5,4.49225443804874
San_Francisco_000269,San Francisco,0.801092804976971,3,4.784377016797252
San_Francisco_000270,San Francisco,0.7617620463081591,3,4.548879715193412
San_Francisco_000271,San Francisco,0.567881571051854,2,3.7365778567508925
San_Francisco_000272,San Francisco,0.9958053942909311,4,3.863688113723998
San_Francisco_000273,San Francisco,1.6499483000915633,8,4.557284839527204
San_Francisco_000274,San Francisco,2.1179089417822565,10,3.815039930269587
San_Francisco_000275,San Francisco,1.692882894488165,6,4.249399066807622
San_Francisco_000276,San Francisco,0.6852316315321343,2,4.489218257126224
San_Francisco_000277,San Francisco,2.1170036011685673,3,3.1488591959074563
San_Francisco_000278,San Francisco,1.4998049174191812,5,3.5165193461903024
San_Francisco_000279,San Francisco,0.990657975051793,6,4.307986898443051
San_Francisco_000280,San Francisco,1.7382200546921107,7,3.6401374954538452
San_Francisco_000281,San Francisco,1.5389281056729258,7,3.309034123274471
San_Francisco_000282,San Francisco,1.8724788621658852,8,4.864908390617287
San_Francisco_000283,San Francisco,1.0947525022190425,2,4.609362309762023
San_Francisco_000284,San Francisco,0.9480313037534012,2,4.078826558885306
San_Francisco_000285,San Francisco,0.7678620996157213,3,4.29101267499166
San_Francisco_000286,San Francisco,1.445493694775061,1,4.0605845753586856
San_Francisco_000287,San Francisco,1.8201160594825447,10,3.7076519348302464
San_Francisco_000288,San Francisco,1.3635528348927093,5,3.6147593648033545
San_Francisco_000289,San Francisco,2.3459625990912247,7,3.7664416317047933
San_Francisco_000290,San Francisco,1.7052680793138049,9,3.761493567429178
San_Francisco_000291,San Francisco,0.9488749344784894,7,4.484929455989761
San_Francisco_000292,San Francisco,1.1618651024033393,8,3.8429329813255424
San_Francisco_000293,San Francisco,1.121632347180963,3,4.066406977990825
San_Francisco_000294,San Francisco,0.7833306727465255,0,4.29622951378539
San_Francisco_000295,San Francisco,1.088156949690659,4,4.418773444333417
San_Francisco_000296,San Francisco,0.9680104164521648,8,5.125307476035205
San_Francisco_000297,San Francisco,1.1809930962829678,5,3.7210566910553613
San_Francisco_000298,San Francisco,2.3086101293635135,13,5.702959315988237
San_Francisco_000299,San Francisco,1.7631335420311693,8,3.876205360475127
San_Francisco_000300,San Francisco,0.8942103068185266,4,3.933988926035428
San_Francisco_000301,San Francisco,1.3082833220047354,6,3.9664105354118515
San_Francisco_000302,San Francisco,1.955072173736685,6,4.386278014058355
San_Francisco_000303,San Francisco,1.2652107440186686,3,5.34651100780432
San_Francisco_000304,San Francisco,1.9262744820070679,6,3.688880843138035
San_Francisco_000305,San Francisco,1.6840199937109017,3,3.2451634674030707
San_Francisco_000306,San Francisco,4.71406049350251,18,4.577266210330797
San_Francisco_000307,San Francisco,1.8062399236770184,3,3.9213302236129
San_Francisco_000308,San Francisco,0.7820993943923635,4,3.4330399950422796
San_Francisco_000309,San Francisco,0.9035811473250843,4,3.6551052743678834
San_Francisco_000310,San Francisco,1.4374291174309517,9,3.8781851291367384
San_Francisco_000311,San Francisco,1.0970430490547667,6,4.23358269689312
San_Francisco_000312,San Francisco,1.6156578336141612,5,3.746602765460657
San_Francisco_000313,San Francisco,2.5534574951940656,9,3.9106740771218953
San_Francisco_000314,San Francisco,1.3633221690550188,6,3.662792595525474
San_Francisco_000315,San Francisco,1.439999571733057,1,3.9604621942290312
San_Francisco_000316,San Francisco,1.1113566812568552,7,4.943892720248799
San_Francisco_000317,San Francisco,0.7002614874880244,0,4.993551255301416
San_Francisco_000318,San Francisco,0.9325066130425367,3,4.054495061874803
San_Francisco_000319,San Francisco,2.448853175130377,9,3.8116601760232114
San_Francisco_000320,San Francisco,0.5974816500354094,1,4.585328368200678
San_Francisco_000321,San Francisco,2.181176309596897,12,3.442342911269081
San_Francisco_000322,San Francisco,1.55888280147006,8,4.653079891352395
San_Francisco_000323,San Francisco,0.8979095383950815,7,4.216437802793218
San_Francisco_000324,San Francisco,0.8163616893581478,6,4.569878601755752
San_Francisco_000325,San Francisco,1.3025686102321927,3,3.263985329833302
San_Francisco_000326,San Francisco,1.1924522937466295,5,4.596496659790655
San_Francisco_000327,San Francisco,0.6801525078419955,4,4.047302531285839
San_Francisco_000328,San Francisco,0.9992136441186348,2,3.7794635228960893
San_Francisco_000329,San Francisco,0.9333890696367291,3,3.8118826975643976
San_Francisco_000330,San Francisco,1.9327856974961681,17,5.079794545939915
San_Francisco_000331,San Francisco,2.2045239631314506,13,3.735411624562001
San_Francisco_000332,San Francisco,1.0493636770215091,4,3.448733608588772
San_Francisco_000333,San Francisco,0.710681366210441,2,4.243861002008378
San_Francisco_000334,San Francisco,0.7803387897412357,2,5.583162073779193
San_Francisco_000335,San Francisco,1.451140528479624,5,4.952575616015963
San_Francisco_000336,San Francisco,1.7771765445507683,10,3.6721008247982914
San_Francisco_000337,San Francisco,0.83163881048568,2,4.0843651006624375
San_Francisco_000338,San Francisco,0.8524442078223811,3,4.156046086894705
San_Francisco_000339,San Francisco,2.255748552854588,5,3.5707396079228526
San_Francisco_000340,San Francisco,1.8718945723112894,10,3.6989829815248783
San_Francisco_000341,San Francisco,0.7579125523923791,1,3.905536664455017
San_Francisco_000342,San Francisco,0.9003854096300048,1,3.1852837540857992
San_Francisco_000343,San Francisco,1.3180411887894663,3,4.298499426242466
San_Francisco_000344,San Francisco,1.6334736544138324,8,3.881856980997828
San_Francisco_000345,San Francisco,1.5132382337590429,6,3.276292143464526
San_Francisco_000346,San Francisco,1.1894698740713099,3,3.7080727566741025
San_Francisco_000347,San Francisco,1.0074764103052936,10,4.581535001979455
San_Francisco_000348,San Francisco,2.624905328620786,11,4.027850056833215
San_Francisco_000349,San Francisco,2.1756369050683966,3,4.063269978027772
San_Francisco_000350,San Francisco,0.7515896817160623,3,4.354702787274629
San_Francisco_000351,San Francisco,2.371599047957388,11,4.706085789624572
San_Francisco_000352,San Francisco,0.7086171174259506,2,4.382931468608144
San_Francisco_000353,San Francisco,0.8241001140280231,3,3.335637404002589
San_Francisco_000354,San Francisco,0.6073889538950142,2,3.482355723118459
San_Francisco_000355,San Francisco,1.4873748490606586,4,4.397148895275617
San_Francisco_000356,San Francisco,1.4580591695693728,11,3.7618052406521088
San_Francisco_000357,San Francisco,2.7952035417263175,15,5.105843501998857
San_Francisco_000358,San Francisco,1.8739853469288557,7,3.579891731435669
San_Francisco_000359,San Francisco,1.6423677687585496,3,4.588517215611015
San_Francisco_000360,San Francisco,2.3022615543705154,14,4.103115815663237
San_Francisco_000361,San Francisco,0.907453452412472,3,3.7098202046994215
San_Francisco_000362,San Francisco,0.9845834739004142,4,3.5988270718972615
San_Francisco_000363,San Francisco,2.720554918306021,16,4.382674898777467
San_Francisco_000364,San Francisco,3.0185921252699033,9,3.527445060785896
San_Francisco_000365,San Francisco,0.8888556590625014,5,4.485559039132674
San_Francisco_000366,San Francisco,1.1625767047107454,5,3.98680398277596
San_Francisco_000367,San Francisco,2.0747914093878226,13,4.266770093797492
San_Francisco_000368,San Francisco,1.0292236570929405,6,4.715905522562962
San_Francisco_000369,San Francisco,1.1562189315963975,4,3.81610525903677
San_Francisco_000370,San Francisco,1.53720848360005,5,3.1401547138406047
San_Francisco_000371,San Francisco,1.1397881425649625,4,4.331940659558188
San_Francisco_000372,San Francisco,0.8485427716280503,3,4.240884390719145
San_Francisco_000373,San Francisco,4.468711032445374,15,4.3624720736883695
San_Francisco_000374,San Francisco,0.9349713206748135,4,4.9480913872798755
San_Francisco_000375,San Francisco,1.2736138212129977,3,3.995275048316108
San_Francisco_000376,San Francisco,1.1938653267387545,4,3.7139717110326442
San_Francisco_000377,San Francisco,1.4856936075219145,6,4.150906624319477
San_Francisco_000378,San Francisco,1.0616792611650467,0,3.681659121085208
San_Francisco_000379,San Francisco,1.252386299892897,6,4.243929128680992
San_Francisco_000380,San Francisco,0.834004398270511,2,4.541143605706908
San_Francisco_000381,San Francisco,1.12489510322504,1,3.8644104481144512
San_Francisco_000382,San Francisco,1.2963615200793934,7,4.146464515070806
San_Francisco_000383,San Francisco,2.655535073350598,8,4.25724306545228
San_Francisco_000384,San Francisco,1.309501342582571,7,3.867185708310947
San_Francisco_000385,San Francisco,1.2400925251496004,3,4.093909529091481
San_Francisco_000386,San Francisco,3.2604816076766787,17,4.593730225440165
San_Francisco_000387,San Francisco,1.6469275775401995,9,4.127522418508419
San_Francisco_000388,San Francisco,1.438898900948148,3,3.9585457928768566
San_Francisco_000389,San Francisco,1.1031435548806185,4,3.3077306729983706
San_Francisco_000390,San Francisco,1.8172092536149957,8,3.7399374718632585
San_Francisco_000391,San Francisco,1.2791681209334151,6,3.426565771350261
San_Francisco_000392,San Francisco,1.351877428041157,4,4.102877591816175
San_Francisco_000393,San Francisco,1.819428290096533,5,3.082320607529608
San_Francisco_000394,San Francisco,0.9969811694652446,4,3.5023009401180336
San_Francisco_000395,San Francisco,0.6960605247605943,0,3.2429952391848764
San_Francisco_000396,San Francisco,2.1843732992968885,19,5.060753395021701
