cell_id,city,road_length_arterial_km,road_length_collector_km,road_length_local_km,intersection_density_per_km2,signalized_intersection_fraction,betweenness_centrality_mean,population_density_per_km2,pedestrian_commute_share,land_use_residential_share,land_use_commercial_share,historical_crash_density_per_mile,hdv_claim_freq_per_million_miles
884898c945fffff,Austin,0.0,0.0,7.014378688764001,60.55850648632489,0.0,0.0001571179747415245,270.72121939016154,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c947fffff,Austin,0.0,0.6695787763124738,5.6264804987276245,52.2463327992277,0.0,0.0002690070446630624,270.742059166594,0.0,0.5891247455655715,0.20543762721721426,0.0,0.248
884898c949fffff,Austin,0.0,0.0,0.17053743002686791,0.0,0.0,8.862208725678671e-07,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898c94bfffff,Austin,0.0,0.0,0.686799430557068,0.0,0.0,2.9540695752262235e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898c94dfffff,Austin,0.0,0.0,4.289542164302228,36.80732558110285,0.0,6.636642749088746e-05,270.69938540034275,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c961fffff,Austin,0.0,0.7481424293658104,1.8535919816792905,16.626459217657754,0.0,0.0018178000505658317,270.74405960521875,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c963fffff,Austin,0.0,0.0,2.339903366375708,15.438789447783886,0.0,0.0002829557168899311,270.7649087390967,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c965fffff,Austin,0.0,0.0,2.164837811809333,22.566264880005416,0.0,0.00010787007819162793,270.74505647378044,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c967fffff,Austin,0.0,0.0,5.3989608250333685,42.75695039186998,0.0,0.0007058182554932304,270.7659066441487,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c969fffff,Austin,0.0,1.015446385237004,2.1542713697153912,23.75030964723627,0.0,0.0018420785782507013,270.7222196880549,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c96bfffff,Austin,0.0,0.03209788061591018,1.5969963738564101,9.50008317988884,0.0,0.0006104224711477036,270.7430605030678,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c96dfffff,Austin,0.0,0.8502299367999316,0.9133597268539909,8.31326550813081,0.0,0.004989459467358354,270.7232177534537,0.0,0.5891247455655714,0.2054376272172143,0.0,0.248
884898c9e1fffff,Austin,0.0,0.0,1.3458545315415946,0.0,0.0,7.209959830453968e-07,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898c9e5fffff,Austin,0.0,0.0,4.627337049948695,58.195554678199805,0.0,8.823534575699745e-06,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898c9edfffff,Austin,0.0,0.0,0.5378379808317902,0.0,0.0,2.4271037960778005e-07,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898cb21fffff,Austin,0.0,1.0510917202652532,2.2660717155006784,24.9302786357585,0.0,0.00038284741694931857,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898cb23fffff,Austin,0.0,1.0712292122131555,0.0,0.0,0.0,8.276401708218556e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898cb25fffff,Austin,0.0,0.0,3.426450363117533,20.183246169872902,0.0,6.025338649904357e-05,276.15755768276347,0.0047103558946041705,0.6278464771018019,0.18607676144909907,0.0,0.248
884898cb27fffff,Austin,0.0,0.9230102784403386,2.6299165124138164,22.55764663677551,0.0,9.154930165405635e-05,333.88175021738084,0.001728419624456049,0.8357315412927362,0.0821342293536319,0.0,0.248
884898cb29fffff,Austin,0.0,0.2468549811645449,0.0,0.0,0.0,0.00021564707899151433,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898cb2dfffff,Austin,0.0,0.8249274465009916,3.2961732440454146,14.245936604480036,0.0,0.0003476763527678565,305.44426378948117,0.014149048072708007,0.7755148186961275,0.11224259065193626,0.0,0.248
884898cb61fffff,Austin,0.0,0.2909609719435793,0.35349943882148666,0.0,0.0,8.123691331872115e-06,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898cb65fffff,Austin,0.8568625663170867,0.0,4.102283216728429,41.54774645902097,0.02857142857142857,0.0002757744090059275,282.2377968010921,0.026982825306762902,0.7848364057749986,0.10758179711250071,0.6490410116172189,26.281237559414983
884898cb67fffff,Austin,0.0,0.9556822242901212,1.8357511791572736,11.870730818216828,0.0,4.628694447010096e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898cb6dfffff,Austin,0.0,0.0,2.021832606201617,4.747961203155305,0.0,1.910298325312958e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d921fffff,Austin,0.0,1.5020764621078662,9.508624276530071,86.62036444882996,0.0,0.00023359629349821312,1426.7070575073178,0.034620440558620805,0.4692178018240638,0.2653910990879681,0.0,0.248
884898d923fffff,Austin,1.038509845919881,1.1075776848621368,6.318842591195787,99.67223717192985,0.0,4.575547095160371e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d925fffff,Austin,1.8887052839491416,2.964992677689789,9.894731237225102,138.84085436817895,0.0,0.00048131778629257547,1395.705830709842,0.03665669214017213,0.4202320086757291,0.28988399566213546,0.0,0.248
884898d927fffff,Austin,4.01715779136675,3.6867407582656706,11.54699843335812,194.61352616676555,0.012195121951219513,0.0001577169018089095,1146.1089489166595,0.03356554767058036,0.395968376249867,0.3020158118750665,0.0,0.248
884898d929fffff,Austin,1.2471118122987537,1.2102399975959972,4.004242731759109,51.019195405040755,0.023255813953488372,0.0003104945336855958,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d92bfffff,Austin,0.0,0.011515375218455694,0.4578676307741197,2.3729735804608776,0.0,1.219248514345484e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d92dfffff,Austin,2.9471866214686973,5.762296542811735,16.765850945674234,392.7601330532527,0.02416918429003021,0.00047949692893285695,1385.3993508467638,0.020226026818200526,0.7807335821132676,0.1096332089433662,0.06317265520233944,3.2185980179646956
884898d935fffff,Austin,0.0,0.0,0.17004147384078408,0.0,0.0,1.477034787613112e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d937fffff,Austin,0.0,0.854796789494159,0.0,0.0,0.0,5.612732192929825e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d961fffff,Austin,0.0,1.9323590980158916,5.939355608908899,67.6254750674003,0.0,7.233924555409977e-05,2060.240445380478,0.0004603205059243063,0.777564617045275,0.11121769147736249,0.0,0.248
884898d963fffff,Austin,0.15320407603628383,0.45163361157709114,0.7652155129525592,9.491244695360338,0.0,0.00019801959992000038,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d965fffff,Austin,0.0,3.1227107356049424,11.712175203575516,182.7218361357713,0.03896103896103896,0.0009210966182161383,1707.5805609532958,0.016656693592168828,0.8269552392167961,0.08652238039160193,0.0,0.248
884898d967fffff,Austin,0.5376922118659995,1.7162693169504395,6.254277188385766,73.562946027224,0.0,7.557685592917214e-05,1651.9059014856814,0.042078967293366416,0.9569562318072432,0.021521884096378396,0.0,0.248
884898d969fffff,Austin,0.0,1.2839164932777156,0.9228640399470713,7.117947876836086,0.0,1.6605544467165443e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d96bfffff,Austin,0.0,0.37707070788394037,0.0,0.0,0.0,3.249476532748846e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
884898d96dfffff,Austin,0.0,3.684015976055523,7.700257724388338,118.64181865626054,0.03,0.00025673470775684646,1685.606545093457,0.003247600121166345,0.733943738530281,0.13302813073485947,0.0,0.248
88489e2091fffff,Austin,0.48060796922101834,2.921559836590536,11.284263178811528,149.8620158764215,0.0,0.00012777220012007886,1299.7765002187668,0.0004925265272360544,0.4084861525921876,0.29575692370390616,0.0,0.248
88489e2093fffff,Austin,0.0,0.7807770009216024,31.61555451863831,434.122077944872,0.0,8.448975395383395e-05,1310.6613080179188,0.0,0.41431986865503395,0.292840065672483,0.049676751113652814,2.547359684477992
88489e2095fffff,Austin,0.0,0.5557351650847292,0.0,0.0,0.0,2.51095913894229e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e2097fffff,Austin,0.0,1.336328095928461,5.119991000028101,57.09460605186544,0.0,8.667101478817494e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e2099fffff,Austin,1.8706171335389812,1.0441500388623162,12.044955205048181,167.69007140836877,0.014184397163120567,0.00011901529430581337,2079.61976897606,0.04256437290193825,0.3556552799600698,0.3221723600199651,0.0,0.248
88489e209bfffff,Austin,2.1875978575105113,2.094295483018333,18.80320227811659,318.728573193373,0.029850746268656716,0.0009177183003890291,1855.3037565281072,0.031919385937184484,0.3706456562968393,0.31467717185158034,0.0,0.248
88489e209dfffff,Austin,0.0,0.8084632132845402,2.52337072898766,8.325706814101025,0.0,3.3417912069746655e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e20cbfffff,Austin,0.0,0.1157729411117497,0.20476562928582534,1.1892189329942222,0.0,2.7852655994990107e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e20d1fffff,Austin,0.0,3.206554107264628,10.723592130823866,148.65091000366138,0.032,0.000920539299835386,1798.8544437074002,0.0,0.755500934622923,0.1222495326885385,0.2310592394920039,10.922186964581282
88489e20d3fffff,Austin,0.0,2.278327992940136,11.457947598564257,134.379778992558,0.008849557522123894,0.0006705944585530273,2357.216578481158,0.00321431807645246,0.552827384832722,0.223586307583639,0.11716017833013705,5.821134305226885
88489e20d5fffff,Austin,0.0,0.3396844900720526,2.301290346651514,19.028842862860458,0.0,3.039453639105484e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e20d7fffff,Austin,1.5291109724200957,0.5994989749591239,9.58192062664116,127.25477250174059,0.0,0.0005019629424006334,1611.3313856535851,0.009798350111562064,0.5763591227129495,0.21182043864352523,0.274854241269455,12.758894899356147
88489e20d9fffff,Austin,0.0,3.338229727441852,6.99775264051298,73.72529802022731,0.0,0.0012750977686022328,1156.929287568162,0.0,0.6173378033728583,0.19133109831357087,0.0,0.248
88489e20dbfffff,Austin,0.0,0.5599852906160526,8.78055859853997,49.94270276695885,0.0,0.0006590205969576833,2096.79712792164,0.0,0.5696027769863758,0.21519861150681208,0.0,0.248
88489e20ddfffff,Austin,0.0,0.3495623275023913,8.647056408401964,57.08222702520687,0.0,5.366476882022308e-05,810.6284360819416,0.0,0.6310072416063199,0.18449637919684003,0.0,0.248
88489e2211fffff,Austin,0.0,0.3331151663340258,0.3005351867164809,0.0,0.0,4.6559758939759426e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e2213fffff,Austin,0.0,1.6803722199596696,3.1688827733507767,32.097362123979934,0.037037037037037035,0.00012207583611118699,550.1676591584938,0.05423333118461309,0.4945986288743157,0.25270068556284214,0.3318745869443154,15.05790393130766
88489e2219fffff,Austin,0.0,0.8276208382820333,1.6565207091080065,1.1887087600997779,0.0,7.157047096347256e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e221bfffff,Austin,0.0,0.7589441820637113,2.782090161588546,29.71755705803268,0.0,4.737464280711229e-05,415.7988132238975,0.0,0.5668571428571427,0.21657142857142864,0.0,0.248
88489e224bfffff,Austin,0.0,0.0,0.0575078104810354,0.0,0.0,1.4770347876131118e-06,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e2251fffff,Austin,0.0,0.0,3.0765137685486077,30.90429142254899,0.0,3.7553240171872106e-08,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e2253fffff,Austin,0.8495333288422119,0.20411690501235707,5.054796750077688,36.847219538858226,0.03225806451612903,0.0006033395648547229,415.73347178544464,0.0,0.5668571428571428,0.21657142857142858,0.0,0.248
88489e2257fffff,Austin,0.04546365516485556,0.0,0.556377279914834,1.1887153248414326,0.0,0.0015445410739042416,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e2259fffff,Austin,0.0,0.0,1.2511817948663932,10.696841555976714,0.0,4.4004127308889336e-05,376.6469430834264,0.0009219272164615409,0.5491991658256333,0.22540041708718334,0.0,0.248
88489e225bfffff,Austin,0.0,0.0,4.628186165586124,33.27887638048746,0.0,4.055145075081922e-05,415.7000780214765,0.0,0.5668571428571428,0.21657142857142858,0.0,0.248
88489e2281fffff,Austin,0.0,2.218318123027626,14.230508499167723,162.8740302607508,0.0,9.320224880953116e-05,598.5372292518745,0.021141649048625793,0.42686100989068193,0.286569495054659,0.0,0.248
88489e2283fffff,Austin,0.0,1.346979144260665,15.907413601198089,184.2726011765629,0.0,0.00019055355603287007,657.6770365835835,0.01579876764425882,0.48330361375314435,0.2583481931234278,0.0,0.248
88489e2285fffff,Austin,0.0,1.943145044061506,4.972727649882052,66.58158289711628,0.0,5.79291080197199e-05,598.5393583909243,0.021141649048625793,0.42686100989068193,0.286569495054659,0.23270302521645833,10.992297595309084
88489e2287fffff,Austin,0.0,1.583032062846285,1.9453111459977224,21.401113509372156,0.0,0.00011785438218358987,621.5937657846033,0.018975251170938425,0.45018800867861836,0.27490599566069085,0.0,0.248
88489e2289fffff,Austin,7.7262196058118695,4.507453048642175,6.207850179786575,137.89759934696025,0.02586206896551724,0.00037243321184852134,626.2729543479475,0.0110196768219769,0.6340164609964093,0.18299176950179535,0.08726744056648468,4.396071926719331
88489e228bfffff,Austin,0.0,1.6250225794445454,16.27432516820609,194.95767673407556,0.0,0.00016359913559920502,598.5350951932741,0.021141649048625793,0.42686100989068193,0.286569495054659,0.0,0.248
88489e228dfffff,Austin,2.6676193817145855,4.108484323272312,9.671027806661302,166.4414731001644,0.02857142857142857,0.0001690420638427774,550.6220890091337,0.010344169195106353,0.6388724727172396,0.18056376364138021,0.29354866471751484,13.523776117897617
88489e2291fffff,Austin,0.0,0.0,10.91231375807164,112.93166887507432,0.0,3.943263710265756e-05,1872.8203926670028,0.016853932584269662,0.20112404656764352,0.39943797671617826,0.0,0.248
88489e2293fffff,Austin,2.229745122846425,4.192794872117116,15.953825777137858,288.8659057860636,0.03292181069958848,0.001185123530905231,2356.236770598993,0.01486656385566164,0.3195860382947243,0.34020698085263784,0.43152972585898886,18.849141900532626
88489e2295fffff,Austin,0.0,3.3636291301766374,15.917673462794914,241.3364556332089,0.034482758620689655,0.001425793678458982,1217.0797011429731,0.004547699084928547,0.5167829770592579,0.24160851147037105,0.08346658583529537,4.212074179592275
88489e2297fffff,Austin,0.0,1.544842653700151,11.308016765337477,97.48518059381921,0.012195121951219513,0.00080159250334603,2505.972676956514,0.0014411112812453134,0.6249540001454322,0.18752299992728388,0.25042590841829415,11.7423297528355
88489e2299fffff,Austin,0.0,1.035495518756722,19.13704717521234,237.73304836538236,0.005,0.00012660673429484888,1872.6695634529892,0.016853932584269662,0.2011240465676435,0.39943797671617826,0.0,0.248
88489e229bfffff,Austin,2.3533223684669555,1.9596573831425614,12.686276101050048,137.88448724115148,0.0,0.0011964907866505994,2541.3446738282646,0.004994004183237809,0.2504118609258578,0.37479406953707106,0.09467146749490087,4.752658079504989
88489e229dfffff,Austin,0.0,2.69949078817035,13.686750054717654,213.97685794228408,0.016666666666666666,0.0013736724284005913,1041.8748219259999,0.018843550092088206,0.29169008672407737,0.3541549566379613,0.09821316025579198,4.922378024637284
88489e22a3fffff,Austin,0.0,0.8984117993172808,0.0,0.0,0.0,8.180500362164926e-06,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e22abfffff,Austin,0.0,0.9657926578379133,0.0961238598400713,0.0,0.0,4.444531951817636e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e22b1fffff,Austin,0.0,0.0,5.113632285051537,36.860057064280184,0.0,3.207631934139302e-05,893.2052697304366,0.0,0.6310072416063199,0.18449637919684003,0.0,0.248
88489e22b3fffff,Austin,0.0,1.6645384748064846,5.7315866930138695,95.12225833462674,0.0,0.0007406154304853341,1075.0441121436252,0.0,0.6399802978706581,0.18000985106467093,0.0,0.248
88489e22b5fffff,Austin,0.0,0.3964772137860696,2.0948958877464907,11.8912944963658,0.0,1.5490852650576539e-06,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e22b7fffff,Austin,0.0,2.2144724648699454,5.199143723452674,54.699682671385006,0.0,4.520243619611586e-05,893.2772372801511,0.0,0.6310072416063199,0.18449637919684003,0.0,0.248
88489e22b9fffff,Austin,0.0,0.3875067653234855,5.539748199615313,46.368845271776834,0.0,2.1734158272614828e-05,890.3043744127299,0.00015113466861445645,0.6297146531503733,0.18514267342481333,0.0,0.248
88489e22bbfffff,Austin,0.0,1.8987781848356349,13.657986150667815,164.0735595838035,0.014492753623188406,0.0004718110542713168,1359.1951051356134,0.0,0.6496557264519468,0.1751721367740266,0.0,0.248
88489e22bdfffff,Austin,0.0,0.8948177160660419,1.2087399534768475,8.323280388371133,0.0,5.923964523176874e-05,675.8208839923141,0.014299804616586474,0.49849965800873464,0.2507501709956327,0.0,0.248
88489e22c1fffff,Austin,1.5393915197915937,4.142228284285318,11.79757970986822,252.0021925816633,0.02358490566037736,0.0008996851278164172,1483.5788448679727,0.0001119330770698916,0.6795474734258341,0.16022626328708295,0.09207197941808533,4.6277393366276085
88489e22c3fffff,Austin,0.35307883563903475,1.107402938136253,8.250833193677659,61.811535279249355,0.0,0.00015552184979216507,1700.2040051550346,0.0,0.8754578754578753,0.06227106227106233,0.0,0.248
88489e22c5fffff,Austin,0.43831049810192363,0.5142319540887534,9.773273918211482,77.27101474791704,0.0,0.0001500654847132245,536.0295049777332,0.003668178372060918,0.7497767602104672,0.12511161989476638,0.0,0.248
88489e22c7fffff,Austin,2.858838936462937,3.865752923818151,10.618053898748638,155.7299942076492,0.022900763358778626,0.0006466931764901371,779.9177221914291,0.001708818233230526,0.8002353659635838,0.0998823170182081,0.18559388460721254,8.944967314500223
88489e22c9fffff,Austin,0.0,1.5583082142935254,8.197735615183415,104.59686008005319,0.0,0.0007556740293188307,1411.9028492060017,0.0,0.6290899357243659,0.18545503213781706,0.16495871954060776,8.022424492829787
88489e22cbfffff,Austin,0.0,2.2471185623382266,8.379074819183977,93.89895937863811,0.0,0.00030207915968723253,2805.1766892636824,0.0034072015630048466,0.5640496171840645,0.21797519140796773,0.0,0.248
88489e22cdfffff,Austin,3.081765178319968,4.1306990085077535,7.350944368771257,136.7000275229913,0.017391304347826087,0.0004007739733539441,880.2024917447071,0.0004623509204851127,0.5259323112341713,0.23703384438291436,0.11050603241325963,5.507241834325297
88489e22d1fffff,Austin,0.8963783471905196,4.657955098454354,15.052159917485437,254.356582873398,0.028037383177570093,0.0024948281132107122,2407.0387738880713,0.0010995632057949935,0.37601863411379666,0.31199068294310167,0.15619780323924937,7.625795396240362
88489e22d3fffff,Austin,4.8512305577513954,1.5726433994336466,13.658554992593864,174.7206960519816,0.0,0.0006623070591855645,3264.9596346401327,0.004428358990050936,0.3484461539900781,0.32577692300496097,0.24041083405555103,11.319808401882488
88489e22d5fffff,Austin,6.218552402697463,4.794721234819635,10.995882660590445,246.05618884953617,0.014492753623188406,0.0005045313332831252,1789.3114822846717,0.0018988646610210225,0.4834217024865992,0.2582891487567004,0.21936476929344306,10.420676483042547
88489e22d7fffff,Austin,2.3543888063069494,5.569423049708825,16.87331594719167,337.58262018740794,0.02112676056338028,0.0014767156026426723,1357.246098941793,0.011043052498167389,0.33880755935973056,0.3305962203201347,0.1298008794134939,6.412311404182369
88489e22d9fffff,Austin,1.3947857465715372,4.496062537623567,12.883042007370815,210.36329945257884,0.03389830508474576,0.001990854641409627,2395.6440507973357,0.007582135464386543,0.6446498250540926,0.17767508747295369,0.08572248334782023,4.321358918508637
88489e22dbfffff,Austin,2.4057150560380487,6.0167324701008225,17.59670568906773,332.77640888297435,0.017857142857142856,0.0005579935085031971,4396.946089974576,0.023878787961959812,0.14652945458729003,0.426735272706355,0.06185230105613122,3.153305433563228
88489e22ddfffff,Austin,0.821192931202321,2.2270304155514498,9.622575171825577,109.35011893175597,0.0,0.0004509120184031579,3154.4491086362063,0.00403746342347179,0.5170390657305721,0.24148046713471394,0.12701208179837772,6.282456290585396
88489e22e3fffff,Austin,1.1023377042346651,0.6169346382773554,0.0,16.645482158773785,0.0,9.618650321298365e-06,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e22e9fffff,Austin,0.0,0.0,0.5143309854559166,3.5666405592023644,0.0,1.0629362922822951e-05,1117.4364423761433,0.008461473969920015,0.5781573775658477,0.20823960513945836,0.0,0.248
88489e22ebfffff,Austin,0.0,1.1791389706874587,4.25131432645455,46.36608140652554,0.0,3.7285497243560196e-05,533.71190445411,0.003707136237256719,0.7529976019184652,0.1235011990407674,0.0,0.248
88489e2401fffff,Austin,1.9591426715591997,1.1086814892137797,12.743843025992161,191.39435960628833,0.024844720496894408,0.0003378256905249788,2166.5004003172307,0.03176499957648559,0.21649710309939738,0.3917514484503013,0.10178208780157193,5.092850306286404
88489e2403fffff,Austin,1.6670744212960822,0.7970157794476275,10.206105450931053,123.6331217102011,0.019230769230769232,0.00013050943572997438,1140.389367876313,0.03134328358208956,0.16454948301329392,0.41772525849335307,0.0,0.248
88489e2405fffff,Austin,0.17429615185208766,0.027276135786015288,6.395589058543624,83.22156739708113,0.014285714285714285,6.211466223573009e-05,1672.1990489726636,0.030811181712505662,0.18115999395258434,0.40942000302370785,0.0,0.248
88489e2407fffff,Austin,0.0,1.3927007096074,5.775775997762448,71.33247988838345,0.016666666666666666,0.00017846259750566387,1384.2561118803658,0.03134328358208955,0.16454948301329392,0.41772525849335307,0.0,0.248
88489e2409fffff,Austin,0.0,1.7666782061213857,17.171967812821958,244.87119244505914,0.0,0.00020616027383426903,2578.3501667685687,0.032011939391932503,0.2803992071216886,0.35980039643915573,0.0,0.248
88489e240bfffff,Austin,0.0,2.084717164374102,15.241372253491102,234.17197723508502,0.015228426395939087,0.0004355515385651487,1821.8935367718225,0.031937040024002036,0.23796361988777626,0.38101819005611187,0.0,0.248
